amount,duration,payments,status,loan_year,owner_age_at_loan,owner_age_at_account_creation,has_disponent,has_junior_card,has_classic_card,has_gold_card,min_balance,max_balance,mean_balance,std_balance,recent_balance,total_credit,min_credit,max_credit,mean_credit,std_credit,total_withdrawal,min_withdrawal,max_withdrawal,mean_withdrawal,std_withdrawal,total_credit_times,total_withdrawal_times,interest_credit,payment_for_statement,household,old-age_pension,insurrance_payment,sanction_interest_if_negative_balance,credit_in_cash,collection_from_another_bank,withdrawal_in_cash,remittance_to_another_bank,credit_card_withdrawal,months_until_bankrupt,months_until_bankrupt_loan_duration_diff,sex,frequency,no. of inhabitants,no. of municipalities with inhabitants < 499 ,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants 2000-9999 ,no. of municipalities with inhabitants >10000 ,no. of cities ,ratio of urban inhabitants ,average salary ,unemploymant rate 1995 ,unemploymant rate 1996 ,no. of enterpreneurs per 1000 inhabitants ,no. of commited crimes 1995 ,no. of commited crimes 1996 
148920,60,2482,1,1996,19,18,0,0,0,0,400.0,63289.9,32435.319354838695,14973.144503957728,15278.6,129036.59999999999,50.5,22338.0,8064.787499999999,7659.6133584596655,90978.0,30.0,15300.0,6498.428571428572,5118.815944480655,16,14,6,2,3,0,0,0,3,7,12,3,0,6,-54,male,weekly issuance,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305
91152,24,3798,1,1996,53,52,0,0,1,0,400.0,72327.7,44829.54415584412,13312.766332851903,39378.8,383627.7,69.6,34184.0,12375.087096774194,12716.507899671755,312446.0,14.6,26700.0,7266.186046511628,7643.999571196775,31,43,14,10,0,0,0,0,2,15,45,0,1,10,-14,male,monthly issuance,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340,4505
141648,24,5902,1,1996,44,43,1,0,0,0,200.0,123310.1,45100.42222222223,31370.445550081327,106010.1,342620.4,55.6,42127.0,13177.707692307693,16121.479723622508,165200.0,1800.0,34600.0,16520.0,12287.782550159325,26,10,10,0,0,0,0,0,16,0,10,0,0,17,-7,male,monthly issuance,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
388512,48,8094,-1,1996,27,25,0,0,0,0,-2838.8,84743.5,21371.32,21108.177853194717,38697.3,458513.99999999994,21.7,40855.0,8490.999999999998,10333.718178944684,352837.8,2.4,44700.0,6083.410344827586,8777.757269659796,54,58,21,20,0,0,0,4,33,0,66,0,0,4,-44,female,issuance after transaction,42821,4,13,5,1,3,48.4,8173,7.01,7.01,124,1358,1358
402000,60,6700,1,1996,16,15,0,0,0,0,200.0,35650.8,21568.935185185193,7827.334035032888,17232.1,90423.0,34.9,9500.0,3118.0344827586205,2823.099603734173,73191.0,14.6,9100.0,2927.64,2694.5326166888385,29,25,9,5,5,0,0,0,20,0,14,11,0,2,-58,male,monthly issuance,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892
253512,36,7042,-1,1996,51,50,0,0,0,0,300.0,111044.2,37095.84482758619,24274.71076272995,13318.4,171658.5,13.4,40419.0,12261.32142857143,14417.217851046742,118860.0,30.0,30200.0,9143.076923076924,9150.854003538841,14,13,6,2,2,0,0,0,8,0,15,0,0,1,-35,female,weekly issuance,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305
71460,36,1985,1,1996,16,15,1,0,0,0,700.0,76403.1,49220.980645161275,16114.225722642417,49656.2,363769.39999999997,84.1,33669.0,11367.793749999999,11772.468923003617,264471.6,14.6,26600.0,8815.72,8077.309538470509,32,30,14,6,6,0,0,0,18,0,24,6,0,25,-11,female,monthly issuance,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
29448,12,2454,-1,1996,48,48,0,0,0,0,800.0,43790.6,28977.436363636363,10948.129561899248,43790.6,67390.6,63.8,22090.0,7487.844444444445,8397.611485298941,23600.0,9700.0,13900.0,11800.0,2100.0,9,2,4,0,0,0,0,0,1,4,2,0,0,17,5,male,monthly issuance,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208
48744,36,1354,1,1996,32,32,0,0,0,0,900.0,62891.3,42930.20714285715,18802.995866634214,62891.3,111191.29999999999,53.7,28603.5,10108.3,10321.0420853358,48300.0,13000.0,18600.0,16100.0,2325.224003546038,11,3,4,0,0,0,0,0,7,0,3,0,0,46,10,female,monthly issuance,148545,8,35,12,3,4,53.5,8909,4.01,5.56,113,3460,3590
181020,60,3017,1,1996,30,28,1,0,0,0,500.0,60475.3,34005.90645161289,9748.841010837239,44026.0,718985.6,52.9,27150.0,9716.021621621621,9929.039196873282,563779.5999999997,14.6,19900.0,5527.250980392154,5599.329612652437,74,102,34,26,0,0,0,0,4,36,112,0,0,14,-46,female,monthly issuance,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717
68832,36,1912,1,1996,37,36,0,0,0,0,700.0,61939.6,37557.05471698113,12172.306356668441,51540.7,233238.40000000002,28.1,28353.0,9718.266666666668,10343.129460365895,181697.60000000003,14.6,24000.0,6265.434482758622,6740.567408034669,24,29,10,6,6,0,0,0,14,0,23,6,0,26,-10,male,monthly issuance,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
74124,36,2059,1,1996,57,56,0,0,0,0,400.0,159765.9,54371.29918032791,29938.92971555102,25658.0,563270.2999999999,60.9,49816.0,14442.828205128204,16396.88461325768,537612.0,30.0,43200.0,6477.253012048192,10314.097340438138,39,83,15,11,11,0,11,0,24,0,50,33,0,12,-24,female,weekly issuance,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868
174048,48,3626,1,1996,44,43,0,0,0,0,600.0,127067.6,72968.3811594203,23285.336438397346,54140.4,492928.1,146.2,49461.0,12971.792105263157,15671.708334353436,438787.6,14.6,46800.0,14154.438709677419,14699.3735747519,38,31,16,6,0,0,0,0,22,0,31,0,0,14,-34,female,monthly issuance,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410
84120,24,3505,1,1996,46,46,0,0,0,0,900.0,89570.9,56910.689473684215,23624.264087026568,54740.9,172282.90000000002,65.8,47952.0,14356.908333333335,14951.841387014194,108330.0,30.0,36300.0,15475.714285714286,13920.010116111735,12,7,3,1,0,0,0,0,9,0,7,0,0,15,-9,female,weekly issuance,42821,4,13,5,1,3,48.4,8173,7.01,7.01,124,1358,1358
194940,36,5415,1,1996,31,30,0,0,0,0,600.0,138172.6,56669.787912087864,35119.95596279009,34212.3,593514.7,1.3,48883.0,15618.807894736841,16259.83971875721,535775.1999999997,14.6,58700.0,10303.369230769225,12813.77927769613,38,52,15,12,0,0,0,0,23,0,53,0,0,6,-30,male,monthly issuance,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987
15192,24,633,1,1996,23,21,0,0,0,0,500.0,48157.1,29941.905325443797,7215.737442433539,17351.9,355100.2,72.8,21513.0,7555.3234042553195,7859.426022819711,337748.2,14.6,14000.0,2768.427868852459,2935.852570037164,47,122,21,17,18,0,18,0,26,0,68,54,0,27,3,female,monthly issuance,122603,25,21,6,2,8,80.0,8991,1.39,2.01,128,5198,5273
96168,12,8014,1,1996,24,22,0,0,0,0,600.0,138010.1,50492.688590603946,21618.222672797947,3609.3,615726.7000000001,24.8,46253.0,7330.079761904763,13357.255616471411,528580.0,30.0,53500.0,8958.983050847457,10136.596843910876,84,59,57,16,0,0,0,0,27,0,65,0,0,0,-12,female,weekly issuance,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
139464,36,3874,-1,1996,38,37,0,0,0,0,300.0,65062.8,31532.748387096784,12778.551183055975,53362.8,146863.2,20.2,36854.0,7729.642105263159,13340.665945277631,105200.0,400.0,23400.0,8766.666666666666,7274.193349704755,19,12,12,0,0,0,0,0,7,0,12,0,0,13,-23,male,monthly issuance,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433
54396,36,1511,1,1996,57,56,0,0,0,0,800.0,42308.8,30293.708695652185,10392.380587631751,36208.8,62423.4,27.8,11244.0,4458.814285714286,4088.325239867638,26214.6,14.6,5400.0,2912.733333333333,1806.2875961485204,14,9,5,1,0,0,0,0,9,0,9,0,0,23,-13,male,monthly issuance,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252
392460,60,6541,1,1996,15,14,1,0,0,0,900.0,115913.4,57131.740559440615,20222.283179020138,53252.399999999994,1895445.9999999998,43.2,58870.0,20602.673913043476,21901.39908598689,1551685.600000001,14.6,35300.0,8816.39545454546,7973.8327027720825,92,176,44,36,36,0,0,0,4,44,158,36,0,8,-52,female,monthly issuance,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868
101520,12,8460,1,1996,19,19,0,0,0,0,400.0,43218.7,26449.092105263157,10215.268139855565,16728.1,110391.20000000001,33.0,18513.0,6132.844444444445,6454.563759785459,93670.40000000001,14.6,10000.0,4683.52,3580.344654024246,18,20,8,4,4,0,0,0,10,0,16,4,0,1,-11,female,monthly issuance,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
77184,36,2144,1,1996,41,40,0,0,0,0,200.0,142917.9,50722.27012987011,30089.901722537496,22446.0,571831.4000000001,36.3,48447.0,15884.20555555556,19460.282257344694,522031.3999999998,14.6,63600.0,13385.420512820507,18067.637954218237,36,39,16,9,0,0,0,0,20,0,41,0,0,10,-26,female,monthly issuance,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
70656,48,1472,1,1996,44,43,0,0,0,0,600.0,55343.2,32646.850943396235,12826.021691219423,22476.1,148729.0,37.4,22317.0,5128.586206896552,7258.643829908237,126253.00000000003,14.6,26080.0,5260.541666666668,6030.802526607098,29,24,18,5,4,0,0,0,11,0,20,4,0,15,-33,male,monthly issuance,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
64656,48,1347,1,1996,49,49,1,0,0,0,200.0,44749.0,25896.466666666664,11311.97368678674,44749.0,121297.79999999999,62.9,13609.0,6738.766666666666,6365.588877708016,31800.0,4600.0,5700.0,5300.0,496.655480858378,18,6,6,0,0,0,0,0,12,0,6,0,0,33,-15,male,monthly issuance,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127
396120,60,6602,1,1996,46,45,0,0,0,0,500.0,104859.1,58855.27789473691,20168.148400449754,88610.1,776665.2999999999,79.1,59415.0,21574.03611111111,21965.901213385165,608890.0,30.0,37300.0,11488.490566037735,12124.880609601105,36,53,17,13,0,0,0,0,1,18,59,0,0,13,-47,female,weekly issuance,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099
93600,24,3900,1,1996,24,23,0,0,0,0,900.0,96108.3,40078.70727272725,21273.5565497626,26235.8,229169.3,52.1,45287.0,10912.823809523808,15444.580900259843,202933.40000000002,14.6,42900.0,5968.629411764707,9541.64444726162,21,34,10,4,5,0,5,0,11,0,19,15,0,6,-18,male,monthly issuance,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487
22968,36,638,1,1996,46,45,0,0,0,0,1000.0,38831.0,23324.936363636363,10674.560934319306,38831.0,42431.0,16.3,8200.0,4243.1,3929.3364080974284,3600.0,3600.0,3600.0,3600.0,0.0,10,1,3,0,0,0,0,0,7,0,1,0,0,60,24,female,monthly issuance,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913
262980,60,4383,1,1996,30,29,0,0,0,0,900.0,78574.3,41729.616071428565,16183.711311121007,76081.3,242727.40000000002,66.3,44022.0,10113.641666666668,14531.285527839484,166646.00000000003,14.6,22300.0,5207.687500000001,6253.928366622355,24,32,11,10,0,0,0,0,13,0,32,0,0,17,-43,female,monthly issuance,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875
372120,60,6202,1,1996,51,49,1,0,0,0,500.0,128495.4,64044.04593023272,25820.523804588036,46580.5,2657901.2000000007,27.1,48768.0,18717.614084507048,16087.777152667368,2320184.000000002,14.6,63300.0,12748.263736263747,13867.32482059513,142,182,42,40,0,0,0,0,100,0,202,0,0,7,-53,male,monthly issuance,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
86184,12,7182,1,1996,55,55,0,0,0,0,300.0,128146.0,59935.271428571425,24502.957646279647,43157.5,368574.5,105.0,64642.0,23035.90625,23303.82634414542,244672.80000000002,14.6,50500.0,11121.49090909091,12987.410256192134,16,22,7,3,3,0,0,0,1,8,20,6,0,6,-6,female,monthly issuance,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
86184,12,7182,1,1996,55,55,0,0,0,0,300.0,128146.0,60273.67857142853,25334.9753344823,39660.8,368577.79999999993,105.0,64642.0,23036.112499999996,23303.62558707,248172.80000000002,14.6,50500.0,11280.58181818182,12932.385175197553,16,22,7,3,3,0,0,0,1,8,20,6,0,5,-7,female,monthly issuance,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
192744,36,5354,1,1996,32,32,1,0,0,0,200.0,128778.8,62590.42307692311,28175.36107839488,31999.1,429110.6,16.8,49871.0,16504.253846153846,17224.798277823633,327258.39999999997,14.6,34100.0,13635.766666666665,10984.42395419785,26,24,8,4,0,0,0,0,18,0,26,0,0,5,-31,male,monthly issuance,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906
68544,24,2856,1,1996,20,19,1,0,0,0,900.0,94207.7,44948.625925925924,20008.199530842212,23744.8,506931.8,48.2,44342.0,14909.758823529412,15913.582479536479,330472.0,30.0,34800.0,5163.625,8502.121587249561,34,64,16,8,6,0,8,0,2,16,44,30,0,8,-16,male,weekly issuance,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166
88440,12,7370,1,1996,51,50,1,0,0,0,200.0,103239.0,62778.09032258065,21286.393812167447,78957.6,539281.6,116.9,47976.0,16852.55,16645.384210044536,350800.0,100.0,35100.0,12528.57142857143,12092.939414115552,32,28,12,8,0,0,0,0,20,0,30,0,0,10,-2,female,issuance after transaction,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872
110112,24,4588,1,1996,33,32,0,0,0,0,700.0,135658.1,76232.70000000003,28217.918716175416,121258.1,760052.5000000001,105.0,45549.0,20541.959459459464,16266.77670075237,589754.2,14.6,52500.0,14384.248780487804,13229.464476729023,37,41,10,7,6,0,0,0,27,0,39,6,0,26,2,male,monthly issuance,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903
110136,24,4589,1,1996,38,37,0,0,0,0,400.0,140542.8,50815.80476190475,28915.72635571427,40746.5,387680.19999999995,83.5,45640.0,13368.282758620688,16787.221777951127,346933.6,14.6,60700.0,10203.929411764706,12224.970347600978,29,34,12,6,6,0,0,0,17,0,28,6,0,8,-16,female,monthly issuance,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
276300,60,4605,1,1996,20,19,0,0,0,0,500.0,40755.0,25997.563043478272,6683.594794422049,27578.1,156608.80000000002,23.2,8888.0,3480.195555555556,2891.9186129592663,129030.60000000003,14.6,5760.0,2745.331914893618,1765.6101385418767,45,47,15,11,11,0,0,0,30,0,36,11,0,5,-55,male,monthly issuance,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265
359760,60,5996,1,1996,17,16,0,0,0,0,900.0,127807.6,32434.693750000006,23891.0519912303,39959.4,213955.90000000002,21.9,37346.0,8558.236,12209.41886649418,149798.40000000002,14.6,51700.0,6809.018181818183,10490.444187304089,25,22,8,4,4,0,0,0,17,0,19,4,0,6,-54,male,monthly issuance,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891
321180,60,5353,1,1996,60,59,1,0,0,0,700.0,90257.3,40524.46315789473,21429.098473711187,44545.0,553414.6,17.7,48180.0,16276.9,17224.389692662724,423071.6,14.6,34000.0,11751.988888888889,9795.467161106762,34,36,14,6,8,0,0,0,4,16,34,8,0,8,-52,male,monthly issuance,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295
46176,48,962,1,1996,30,29,0,0,0,0,1000.0,54705.1,33613.10588235293,12883.141067460338,38725.1,92238.1,64.5,18109.0,8385.281818181818,8879.753881091543,53513.0,700.0,13400.0,8918.833333333334,4034.1508985438586,11,6,4,0,1,0,0,0,7,0,5,1,0,40,-8,male,monthly issuance,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906
421008,48,8771,1,1996,43,42,0,0,0,0,600.0,72330.4,37436.421999999984,12234.99274308391,31168.0,228633.10000000003,44.9,31540.0,10392.413636363637,10913.714082345097,197465.00000000003,14.6,19100.0,7052.321428571429,5201.416149566327,22,28,9,5,6,0,0,0,13,0,22,6,0,3,-45,male,monthly issuance,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295
72120,12,6010,1,1996,44,42,1,0,0,0,1000.0,109338.9,75686.06568627455,20496.783010925392,98631.7,1565073.7999999998,92.7,54092.0,19563.422499999997,19734.86363620848,1217238.0,14.6,50700.0,10493.431034482759,11467.361250315773,80,116,38,30,0,0,0,0,2,40,124,0,0,16,4,female,monthly issuance,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799
228276,36,6341,1,1996,35,34,1,0,0,0,500.0,60236.6,41402.134999999995,14480.631253066113,53707.9,197445.2,66.5,22288.0,7594.046153846154,8095.813982225191,90029.20000000001,14.6,9100.0,6430.657142857143,2817.4647706542046,26,14,10,2,0,0,0,0,16,0,14,0,0,8,-28,male,monthly issuance,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107
182640,48,3805,1,1996,54,53,0,0,0,0,600.0,64411.8,37802.23000000001,14020.765840017442,23898.3,196501.2,11.5,34246.0,11558.89411764706,12251.178812692011,172602.80000000002,14.6,23900.0,7504.469565217392,6735.7204417896755,17,23,7,3,3,0,0,0,2,8,16,7,0,6,-42,female,monthly issuance,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906
61560,12,5130,1,1996,53,53,0,0,0,0,200.0,73559.9,32967.71267605635,17636.695007779803,20051.1,355774.2,79.1,46166.0,16171.554545454546,16307.380937748492,280398.0,30.0,30200.0,6231.066666666667,6452.0108644945385,22,45,10,6,7,0,6,0,1,11,29,20,0,3,-9,male,weekly issuance,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452
179328,48,3736,1,1996,23,22,0,0,0,0,200.0,81614.7,44093.971153846156,14140.268629865019,36074.7,250367.8,35.6,34960.0,11922.27619047619,12232.836530845389,214293.00000000003,14.6,23040.0,6912.67741935484,6802.068194909531,21,31,9,5,6,0,0,0,12,0,25,6,0,9,-39,male,monthly issuance,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696
155616,48,3242,1,1996,37,36,0,0,0,0,300.0,62153.6,39426.06999999999,13480.639482956041,24447.1,149490.8,35.6,29176.0,9343.175,10398.64763686245,125043.80000000002,14.6,21800.0,8931.7,7100.1354666151055,16,14,7,3,0,0,0,0,2,7,14,0,0,7,-41,female,monthly issuance,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316
417600,60,6960,1,1996,26,25,0,0,0,1,200.0,87052.1,43196.74411764705,18355.32293949234,58638.6,168038.99999999997,175.0,36305.0,8001.857142857141,13342.03898244626,109400.0,100.0,31700.0,8415.384615384615,9644.834899400113,21,13,13,1,0,0,0,0,8,0,9,0,4,8,-52,male,issuance after transaction,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894
123408,24,5142,1,1996,32,31,0,0,0,1,700.0,85626.9,28359.255384615382,17052.656356285017,8357.1,192349.2,67.5,46000.0,7693.968000000001,11263.76347300386,183992.0,100.0,27400.0,4599.8,5530.412304702065,25,40,12,6,6,0,6,0,13,0,16,24,0,1,-23,male,issuance after transaction,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743
155616,48,3242,1,1996,25,23,1,0,0,0,200.0,75294.1,44197.509883720915,11012.34150186951,60694.1,902801.6000000001,23.7,26388.0,6448.582857142857,9077.752851087123,781413.5999999995,14.6,36960.0,3830.4588235294095,4977.575860312652,140,204,88,36,36,0,0,0,52,0,132,72,0,18,-30,female,monthly issuance,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208
222180,60,3703,-1,1996,57,56,0,0,0,0,800.0,130659.1,55230.44406779658,26284.933401935024,59578.8,375691.6,103.2,44352.0,13417.557142857142,15266.857493496644,303287.6,14.6,52600.0,10109.586666666666,12249.36597248291,28,30,12,6,0,0,0,0,16,0,31,0,0,16,-44,male,monthly issuance,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888
45024,48,938,1,1996,39,39,0,0,0,0,800.0,63659.3,41994.90769230771,12981.806238029272,38384.3,170898.59999999998,41.0,31636.5,8544.929999999998,11760.958483775887,132514.2,14.6,22100.0,6974.431578947369,7512.722879366753,20,19,12,2,3,0,0,0,8,0,13,6,0,40,-8,female,monthly issuance,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108
115812,36,3217,1,1996,43,41,0,0,0,0,1100.0,119527.2,56646.516129032294,21882.390113909416,41878.1,844304.2999999998,51.1,49887.0,16554.9862745098,17001.67440502604,704048.1999999998,14.6,50800.0,10667.396969696967,12543.899874778801,51,66,19,17,0,0,0,0,32,0,73,0,0,13,-23,male,monthly issuance,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913
129408,24,5392,1,1996,34,33,0,0,0,0,1000.0,56055.6,30869.78130841124,11654.29831505467,24199.5,255541.00000000003,50.1,24212.0,8811.758620689656,9063.63727176622,231341.40000000005,14.6,16100.0,2965.9153846153854,3659.9699996695686,29,78,13,9,10,0,10,0,16,0,38,40,0,4,-20,female,monthly issuance,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079
